100,1234123412341234,1234567890,12/02/2007 00:00
100,1234123412340001,1234567890,13/02/2007 00:00
100,1234123412340002,1234567890,14/02/2007 00:00
100,1234123412340003,1234567890,15/02/2007 00:00
100,1234123412340004,1234567890,16/02/2007 00:00
100,1234123412340005,1234567890,17/02/2007 00:00
100,1234123412340006,1234567890,18/02/2007 00:00
100,1234123412340007,1234567890,19/02/2007 00:00
100,1234123412340008,1234567890,20/02/2007 00:00
100,1234123412340009,1234567890,21/02/2007 00:00
100,1234123412340010,1234567890,22/02/2007 00:00
100,1234123412340011,1234567890,23/02/2007 00:00
100,1234123412340012,1234567890,24/02/2007 00:00
100,1234123412340013,1234567890,25/02/2007 00:00
100,1234123412340014,1234567890,26/02/2007 00:00
100,1234123412340015,1234567890,27/02/2007 00:00
100,1234123412340016,1234567890,28/02/2007 00:00
100,1234123412340017,1234567890,01/03/2007 00:00
100,1234123412340018,1234567890,02/03/2007 00:00
100,1234123412340019,1234567890,03/03/2007 00:00
100,1234123412340020,1234567890,04/03/2007 00:00
100,1234123412340021,1234567890,05/03/2007 00:00
100,1234123412340022,1234567890,06/03/2007 00:00
100,1234123412340023,1234567890,07/03/2007 00:00
100,1234123412340024,1234567890,08/03/2007 00:00
100,1234123412340025,1234567890,09/03/2007 00:00
100,1234123412340026,1234567890,10/03/2007 00:00
100,1234123412340027,1234567890,11/03/2007 00:00
100,1234123412340028,1234567890,12/03/2007 00:00
100,1234123412340029,1234567890,13/03/2007 00:00
100,1234123412340030,1234567890,14/03/2007 00:00
100,1234123412340031,1234567890,15/03/2007 00:00
100,1234123412340032,1234567890,16/03/2007 00:00
100,1234123412340033,1234567890,17/03/2007 00:00
100,1234123412340034,1234567890,18/03/2007 00:00
100,1234123412340035,1234567890,19/03/2007 00:00
100,1234123412340036,1234567890,20/03/2007 00:00
100,1234123412340037,1234567890,21/03/2007 00:00
100,1234123412340038,1234567890,22/03/2007 00:00
100,1234123412340039,1234567890,23/03/2007 00:00
100,1234123412340040,1234567890,24/03/2007 00:00
100,1234123412340041,1234567890,25/03/2007 00:00
100,1234123412340042,1234567890,26/03/2007 00:00
100,1234123412340043,1234567890,27/03/2007 00:00
100,1234123412340044,1234567890,28/03/2007 00:00
100,1234123412340045,1234567890,29/03/2007 00:00
100,1234123412340046,1234567890,30/03/2007 00:00
100,1234123412340047,1234567890,31/03/2007 00:00
100,1234123412340048,1234567890,01/04/2007 00:00
100,1234123412340049,1234567890,02/04/2007 00:00
100,1234123412340050,1234567890,03/04/2007 00:00
100,1234123412340051,1234567890,04/04/2007 00:00
100,1234123412340052,1234567890,05/04/2007 00:00
100,1234123412340053,1234567890,06/04/2007 00:00
100,1234123412340054,1234567890,07/04/2007 00:00
100,1234123412340055,1234567890,08/04/2007 00:00
100,1234123412340056,1234567890,09/04/2007 00:00
100,1234123412340057,1234567890,10/04/2007 00:00
100,1234123412340058,1234567890,11/04/2007 00:00
100,1234123412340059,1234567890,12/04/2007 00:00
100,1234123412340060,1234567890,13/04/2007 00:00
100,1234123412340061,1234567890,14/04/2007 00:00
100,1234123412340062,1234567890,15/04/2007 00:00
100,1234123412340063,1234567890,16/04/2007 00:00
100,1234123412340064,1234567890,17/04/2007 00:00
100,1234123412340065,1234567890,18/04/2007 00:00
100,1234123412340066,1234567890,19/04/2007 00:00
100,1234123412340067,1234567890,20/04/2007 00:00
100,1234123412340068,1234567890,21/04/2007 00:00
100,1234123412340069,1234567890,22/04/2007 00:00
100,1234123412340070,1234567890,23/04/2007 00:00
100,1234123412340071,1234567890,24/04/2007 00:00
100,1234123412340072,1234567890,25/04/2007 00:00
100,1234123412340073,1234567890,26/04/2007 00:00
100,1234123412340074,1234567890,27/04/2007 00:00
100,1234123412340075,1234567890,28/04/2007 00:00
100,1234123412340076,1234567890,29/04/2007 00:00
100,1234123412340077,1234567890,30/04/2007 00:00
100,1234123412340078,1234567890,01/05/2007 00:00
100,1234123412340079,1234567890,02/05/2007 00:00
100,1234123412340080,1234567890,03/05/2007 00:00
100,1234123412340081,1234567890,04/05/2007 00:00
100,1234123412340082,1234567890,05/05/2007 00:00
100,1234123412340083,1234567890,06/05/2007 00:00
100,1234123412340084,1234567890,07/05/2007 00:00
100,1234123412340085,1234567890,08/05/2007 00:00
100,1234123412340086,1234567890,09/05/2007 00:00
100,1234123412340087,1234567890,10/05/2007 00:00
100,1234123412340088,1234567890,11/05/2007 00:00
100,1234123412340089,1234567890,12/05/2007 00:00
100,1234123412340090,1234567890,13/05/2007 00:00
100,1234123412340091,1234567890,14/05/2007 00:00
100,1234123412340092,1234567890,15/05/2007 00:00
100,1234123412340093,1234567890,16/05/2007 00:00
100,1234123412340094,1234567890,17/05/2007 00:00
100,1234123412340095,1234567890,18/05/2007 00:00
100,1234123412340096,1234567890,19/05/2007 00:00
100,1234123412340097,1234567890,20/05/2007 00:00
100,1234123412340098,1234567890,21/05/2007 00:00
100,1234123412340099,1234567890,22/05/2007 00:00
100,1234123412340100,1234567890,23/05/2007 00:00
100,1234123412340101,1234567890,24/05/2007 00:00
100,1234123412340102,1234567890,25/05/2007 00:00
100,1234123412340103,1234567890,26/05/2007 00:00
100,1234123412340104,1234567890,27/05/2007 00:00
100,1234123412340105,1234567890,28/05/2007 00:00
100,1234123412340106,1234567890,29/05/2007 00:00
100,1234123412340107,1234567890,30/05/2007 00:00
100,1234123412340108,1234567890,31/05/2007 00:00
100,1234123412340109,1234567890,01/06/2007 00:00
100,1234123412340110,1234567890,02/06/2007 00:00
100,1234123412340111,1234567890,03/06/2007 00:00
100,1234123412340112,1234567890,04/06/2007 00:00
100,1234123412340113,1234567890,05/06/2007 00:00
100,1234123412340114,1234567890,06/06/2007 00:00
100,1234123412340115,1234567890,07/06/2007 00:00
100,1234123412340116,1234567890,08/06/2007 00:00
100,1234123412340117,1234567890,09/06/2007 00:00
100,1234123412340118,1234567890,10/06/2007 00:00
100,1234123412340119,1234567890,11/06/2007 00:00
100,1234123412340120,1234567890,12/06/2007 00:00
100,1234123412340121,1234567890,13/06/2007 00:00
100,1234123412340122,1234567890,14/06/2007 00:00
100,1234123412340123,1234567890,15/06/2007 00:00
100,1234123412340124,1234567890,16/06/2007 00:00
100,1234123412340125,1234567890,17/06/2007 00:00
100,1234123412340126,1234567890,18/06/2007 00:00
100,1234123412340127,1234567890,19/06/2007 00:00
